,french,bassa
4540,"Quand Jésus se réveille, il dit à ses apôtres : Pourquoi avez- vous si peur, hommes de peu de foi ?","Kiki Yésu a ntôde a nkal baôma le: Inyuki ni nkon woñi hala, a bé bôt ba hémle titigi?"
4541,"Un matin, à mon réveil, tout était recouvert de blanc dehors","Kegla yada, kii me mpam, me tehe mbok yosôna i bé pôp peññ"
4543,"Je me suis réveillé dans une cellule glaciale, sans pain, ni eau, ni couverture","Me bi yiga tôde ikété ndap mok i nlôôha sune, ngi bret, ngi malép to lañgat"
4545,"À midi, Éliya se met à se moquer : Baal doit être trop occupé pour répondre, il fait ses besoins, ou alors il s’est endormi et il faut le réveiller","Kiki kosi i nkola, Élia a kahal jôha bo, a kalak bo le bebeg Baal a pégi ngandak inyu timbhe bo, le a nke libee, tole mut a nlama tôdôl nye inyule a yé ’ilo"
4547,"Par deux fois, il a envoyé un ange le réveiller avec douceur et lui donner à manger","Yéhôva a bi ep añgel yé ngélé iba inyu tôdôl Elia mbeñel, ni inyu ti nye bijek"
4549,"Plus tard, l’ange l’a de nouveau réveillé et il lui a dit : Mange","Añgel i témb i tôdôl nye, i kal le: ‘Je"
4551,"Lazare notre ami s’est endormi, mais je vais là-bas pour le réveiller de son sommeil ","Ngwa yés Lasarô a nke ’ilo, ndi me nke le me tôdôl nye"
4553,"Barak, un jeune serviteur à plein temps, dit : Se réveiller chaque jour en sachant qu’on donne toute son énergie à Jéhovah, c’est un sentiment qu’aucune autre activité ne peut procurer","Njohok mankéé le Barak, nu a yé ngwelnson nu ngéda yosôna a nkal le: Ngéda me nsal hiki kel, me yik le me nti ngui yem yosôna inyu Yéhôva, me nôgda ngim jam i tôbôtôbô nson umpe u nla bé ti me"
4555,Un ange l’a réveillé et il lui a dit gentiment : Lève- toi et mange,"Añgel yada i tôdôl nye mbeñee, i kal nye le: ‘Telep, u je"
4557,Joseph réveille Marie pour lui annoncer quelque chose d’urgent,Yôsep a ntôdôl Maria inyu legel nye nwin mahee
4559,"En tout cas, l’ange le réveille une deuxième fois, peut-être au petit matin","To i ba yaga lelaa, añgel i ntémb i tôdôl nye inyu ngélé i nyônôs iba, bebeg i maye ma kel"
4561,"Jésus ajoute : Lazare, notre ami, s’est endormi, mais je vais là-bas pour le réveiller","Yésu a nkônde le: Liwanda jés Lasarô li nke ilo, ndi me ke nyoo inyu tôdôl nye"
4563,Jéhovah va réveiller les morts pour qu’ils vivent dans le Paradis sur la terre,Yéhôva a’ tugul bawoga le ba niñ i paradis hana isi
4565,"En quelque sorte, Paul disait que la paix de Dieu est plus extraordinaire que ce qu’on peut rêver, envisager ou imaginer",Paul a bé toñol le nsañ Nyambe u nlôôha ba lam iloo kiki di nla hégda
4567,) Rêver au mauvais moment ou des mauvaises choses,Emel bitétéé i ngéda i kôli bé tole i hégda mam mabe
4569,Le coordinateur du collège des anciens dit de lui : C’est un des frères les plus doux qu’on puisse rêver de rencontrer,Nkot juu jap li mimañ a nkal le: A yé mankéé a nlôôha nwee nya ni mah tehe bé
4571,La rêverie n’est pas mauvaise en soi,Emel yomede i ta bé béba
4573,J’avais apparemment tout ce dont je pouvais rêver,Me bé hoñol le me gwé mam momasôna me bé gwés
4574,Jésus donne des conseils sur la richesse,Yésu a nti maéba inyu nkus
4575,Une bonne réputation est préférable à une grande richesse ; être respecté vaut mieux que l’argent et l’or ,Loñge jôl i nlama tééba iloo ngandak lingwañ
4577,"Parce qu’il n’a pas fait fructifier la richesse du royaume de son maître, cet esclave subit une perte","Inyule a nsal bé inyu boñ le nkus u kiñe u hol, nkol unu u nimis"
4579,) Penser que les richesses matérielles garantissent une sécurité durable,Hégda ikété mahoñol moñ le nkus u yéne we kiki lipénd likeñi
4581,"Tout ce qui les préoccupe, c’est accumuler des richesses ou garder celles qu’ils possèdent",Niñ yap yosôna i yé ndigi inyu bok lingwañ tole sôñ nkus ba gwé
4583,"Il lui promet aussi richesse, gloire et longue vie, s’il reste obéissant","Yéhôva a bôn ki le a ga ti nye lingwañ, lipém ni ntandaa niñ ibale a ntéñba nôgôl nye"
4585,"Dans le Chant de Salomon, ou Cantique des cantiques, le roi reconnaît que même de fabuleuses richesses ne peuvent acheter l’amour","Ikété kaat Hiémbi hi Salômô, kiñe a ñunda le ngandak yé lingwañ i bi la bé boñ le a bana to numbe mudaa a ngwés"
4587,Vous ne pouvez travailler comme des esclaves pour Dieu et pour la Richesse,"Ni ta bé le ni gwéélak Nyambe, ni gwéélak ki Nkus"
4589,Recherchons les vraies richesses,Di yéñ nkus u u yé ntiik
4590,"Que sont les richesses injustes , et comment un chrétien peut- il se faire des amis grâce à elles ?","Kii i yé nkus u ngitelepsép, ni lelaa kristen i nla gwélél wo inyu ‘bot mawanda’?"
4591,"Un vrai serviteur de Dieu ne peut pas être esclave des richesses matérielles, injustes",Mut a ta bé le a yila bañga ngwélél Djob ibale i nlélém ngéda a yé nkol u nkus u ngitelepsép
4593,Quelles richesses donnent la plus grande satisfaction ?,Limbe lingwañ li nlona bañga maséé?
4594,Beaucoup de chefs de la chrétienté ont amassé de grandes richesses (Rév,"Bi nlama saa baéga base, ni ngandak bôt ipe i nsal inyu base"
4596,Donne des exemples de chrétiens qui se montrent fidèles dans l’utilisation de leurs richesses injustes ,Ti dihéga di di ñéba lelaa ngandak lôk kéé i bi unda maliga map ikété ligwéélak jap li nkus u ngitelepsép
4598,Faites- vous des amis au moyen des richesses injustes ,Tublana bébomede mawanda ni nkus u ngitelepsép
4600,"Pourquoi les richesses spirituelles sont- elles supérieures, et comment les obtient- on ?","Inyuki lingwañ i pes i mbuu li nlel nkus, lelaa di yé le di bana jo?"
4601,La reine de Sheba se déplace pour voir la gloire et la richesse de Salomon et pour tester la profondeur de sa sagesse,"Kiñe mudaa i Séba a bi lo le a tehe lipém ni lingwañ li Salômô, ni i bat nye mambadga i hek ndip i pék yé"
4603,"En effet, l’objet d’un désir, comme des richesses ou des articles de luxe, peut en venir à avoir une telle emprise sur notre vie qu’il tiendrait le rôle d’un dieu puissant","Inyule ngéda ngim ngôñ jam kiki bo, i bana nkus tole lingwañ, yon i nkahal énél niñ yés, wee i jam li, li yé bés kiki ngim djob"
4605,"Les auditeurs de Jésus, y compris ses disciples, pourraient tomber dans le piège de vouloir toujours plus de richesses",Banigil ba Yésu ni bôt bape ba ba yé emble nye ba nla kwo mu hiandi i yéñ bana ngandak nkus
4607,"Faites- vous des amis au moyen des richesses injustes, afin que, lorsqu’elles disparaîtront, ils vous reçoivent dans les demeures éternelles ","Tublana bébomede mawanda ni nkus u ngitelepsép, le ngéda w’a mal ba leege bé bilap bi boga"
4609,La richesse n’est pas forcément une preuve de la bénédiction de Jéhovah,Lingwañ li ta bé yimbne i bisai bi Djob
4611,"Abraham l’a appelé Isaac, ce qui veut dire rire ","Abraham a o nye jôl le Isak, li li nkobla le Hiol"
4613,"En entendant cela, Milan s’est demandé s’il fallait rire ou pleurer","Ngéda Milañ a bi nok hala, a bé yi bé too a nol, too a ee"
4615,Les humoristes recourent souvent à des propos vulgaires ou indécents pour faire rire,"Yak bôt ba minjôha ba nkuu biliñge liñge ba gwélél bisol, minkwel mi mayel inyu nôlha bôt"
4617,Les humoristes se servent souvent de blagues vulgaires et de paroles obscènes pour faire rire les gens,"Yak bôt ba minjôha ba nkuu mahop tole ba nkuu biliñgeliñge, ba ngwélél bisol ni minkwel mi mayel inyu nôlha bôt"
4619,"PRINCIPE : Il y a un temps fixé pour tout, [","LITIÑ: Hiki jam li gwé ntéak wé kék, "
4622,"] un temps pour pleurer et un temps pour rire, un temps pour se lamenter et un temps pour danser "," ngéda i ee, ni ngéda i nol hiol; ngéda i lep, ni ngéda i sak"
4624,"Quand ils sont ensemble, que ce soit lors d’une réunion, d’une assemblée ou d’un moment de détente, on les entend rire et discuter joyeusement","Ngéda ba yé ntôñ i makoda ma sonde, makoda makeñi, ni i mangand, ba nkwel, ba nolok ki"
4626,"Pourquoi le fait d’être riche, de rire et de se réjouir que les autres disent du bien de nous apporte- t- il le malheur ?","Inyuki i bana lingwañ, i nol hiol, ni i ba maséé ngéda bôt ba mbégés bés bi nlona bikuu?"
4627,"Quand le roi de Jéricho l’a appris, il a envoyé des soldats chez elle",Kiñe Yérikô i bi om bisônda i yéñ bo i ndap Rahab
4629,"De même, les prêtres en chef et les scribes se disent entre eux : Que le Christ, le roi d’Israël, descende maintenant du poteau de supplice","Yak baéga biprisi ni bayimbén ba kalna bo ni bo le: Ibale a yé Kristô, Kiñe Lôk Israel, a sôhôk ni nano i kék njiiha inyu boñ le di tehe, di hémle ki"
4631,"De plus, il a toujours un rôle à jouer, puisque Jéhovah le renvoie en mission avec des instructions précises ","Jam lipe li yé le, Élia a nlama yoñ ngaba inyu yônôs sômbôl i Djob i, inyule Djob a ntiimba ep nye i bôlô, a ti nye biniigana bi tôbôtôbô"
4633,"On imagine qu’Esther prie silencieusement avant de prononcer ces mots : Si j’ai trouvé faveur à tes yeux, ô roi, et si vraiment cela paraît bon au roi, qu’à ma requête on m’accorde mon âme, et mon peuple à ma demande (Est","Di nla hégda le Ester a mpala soohe ikété ñem wé, mbus a kal le: Ibale me nléba karis i mis moñ, a kiñe, ni ki le ibale hala a nlémél kiñe, ti me niñ, yon me nyagal, yak loñ yem, yon me nyét"
4635,"Un royaume, c’est un gouvernement dirigé par un roi",Ane i yé énél i i gwé kiñe i ño wé
4637,"Par ailleurs, lorsque Mordekaï découvre un complot d’assassinat contre Assuérus, elle accepte de transmettre l’avertissement au roi, et les conspirateurs sont démasqués (Est","Jam lipe li yé le, ngéda Mardôkai a nyelel jimb li ngim bôt i ñôô inyu nol Ahasuérus, Ester a nôgôl Mardôkai, a béhe kiñe kayéle i bôt ba ba gwéla"
4639,Annonçons que Jéhovah est Roi,Yéhôva a mal yila Kiñe
4641,8 Ils fuient un roi cruel,8 Ba nke béba kiñe ngwéé
4642,C’est un de ses fils qui sera le prochain roi d’Israël,Lok yé yada i ga ba kiñe Israel
4644,Dieu avait promis que Jésus serait le Roi de son Royaume ,Djob a bôn le Yésu nyen a ga ba Kiñe i Ane Yé
4646,La sagesse du roi Salomon,Salômô a ane ni pék
4647,"Ils enseignent que Jéhovah a fait de Jésus Christ le Roi de ce Royaume, et qu’il lui a adjoint 144 000 codirigeants choisis d’entre les humains ","Ba niiga le Yéhôva a bi téé Yésu Kristô kii Kiñe Ane i, ni nye ni 144 000 baso baane, mintebek i pôla bôt"
4649,Jéhovah a parlé du roi David comme d’ un homme selon [s]on cœur ,Yéhôva a bi pôdôl Kiñe David kiki mut kingéda ñem [wé]
4651,"Un roi dirige, ou gouverne, les gens de son pays",Kiñe a ñénél i ngii bôt ba yé i loñ yé
4653,"Puisque le roi avait eu pitié de lui, le premier esclave aurait dû se sentir poussé à annuler la dette de son compagnon",Konangoo i kiñe i bé lama tinde nkol unu i nwéhél manyañ
4655,Le roi de Babylone leur a ordonné de se prosterner devant une immense statue en or,* Kiñe Babilôn i bi ti bo oda le ba ôôp bisu bi ôñgba keñi i gôl
4657,Le roi Sennachérib avait perdu ses meilleurs guerriers,Kiñe Sanakérib a nimis mimpémba nwé mi bisônda
4659,"Le roi Cyrus renverse la ville, comme les prophètes l’ont annoncé",Kiñe Kirus a bi tét tison kiki bapôdôl ba bi bôg pot
4661,Abishaï respectait David parce qu’il savait que Jéhovah l’avait choisi pour être roi,Abisai a bé ti David lipém inyule a bé yi le nyen Djob a bi pohol inyu ba kiñe
4664, a) Qu’a fait remarquer le roi Salomon ?, Kii Kiñe Salômô a tila inyu jam li lédés mut?
4665,"Il est au milieu d’eux en ce sens que Jésus, le futur Roi du royaume de Dieu, se trouve en personne parmi eux ","Ane i yé ipôla yap ni njel ini le, i nwet ba bi tep inyu ba Kiñe i Ane Djob le Yésu a yé ipôla yap"
4667,Le roi Artaxerxès fait arrêter la construction,Kiñe Artaserses a ntéé maoñ
4668,"Aux temps bibliques, le corail rouge était très prisé",Tik ngok i tuye i i nkôyôp i bé diye ngandak ngéda Bibel i tilba
4670,Vois- tu le roi colérique devenir tout rouge ? Il comprend que son homme de confiance l’a manipulé pour faire passer un décret qui entraînerait la mort de sa femme bien-aimée ,"Noode hégda lelaa kiñe a nkala ni hiun ngéda a nyi le ntipék wé nu a bôdlak ñem, nyen a lugha nye i sane mbén i i nti oda i nol nwaa wé nu gwéha"
4672,"Après dix ans au Népal, Kumiko observe : Mes inquiétudes se sont dissipées, un peu comme la mer Rouge s’est ouverte","Ngéda a nhoñol bebee le jôm li ñwii a bi tégbaha i téé likalô i loñ Népal, Kumikô a nkal le: Mandutu me bé hoñlak le me ga bana, ma bi bagla bisu gwem kiki Tuye Nkôibaga"
4674,"Par respect pour la loi divine, ils refusent également les quatre composants majeurs du sang : les globules rouges, les globules blancs, les plaquettes et le plasma","Lipém ba nti Mbén Djob li ñume bé bo i neebe to môga makeñi ma-na ma mboñ matjél: ditatam di nkôyôp , ditatam di mpôp , malép ma plasma ni dibamha di maba matjél "
4676,"Ensuite, il les avait sauvés de la mort en détruisant toute l’armée égyptienne dans la mer Rouge",Mbus Djob a tohol bo ngéda a tjé ntôñ gwét u Égiptô wonsôna i Tuye Nkôibaga
4678,"Par ailleurs, bien plus tard, il ouvrira un passage dans la mer Rouge",U hôiga bañ le Yéhôva nyen a yé Djob li li bi heg binuga
4680,"Deux mois après avoir traversé la mer Rouge, les Israélites sont arrivés au mont Sinaï","Bon ba Israel ba bi pam i Hikôa Sinai, sôñ iba i mbus le ba bi lela Tuye Nkôibaga"
4682,Le miracle de la mer Rouge,Hélha jam i Tuye Nkôibaga
4683,"Quelle position la religion a- t- elle adoptée durant cette période de trouble pour l’Afrique, au cours de laquelle des hommes, des femmes et des enfants ont été arrachés à leur foyer et à leur famille, enchaînés, marqués au fer rouge et achetés ou vendus comme du bétail ?","Letee ni himbe hi kala base i bi yoñ ngaba munu ndutu Afrika ngéda ba bé kadal bôlôm, bôda, ni boñge i ma mbai ni mahaa map, ba kañag bo ni minsañ mi bi kei, ba tuige bo ni biéña bi nlék, ba kenga bo ni nuñul bo kii mabémba ma nyaga?"
4684,La prison de Giáros était une énorme forteresse de briques rouges renfermant plus de 5 000 prisonniers politiques,"Ndap mok i Yarôs i yé nkum ndap mboñok ni brik bi biték bi bi nkôyôp, i gwé iloo 5 000 bôt ba mok ba m’bô"
4686,"Un jour que je circulais en ville au volant de ma décapotable rouge, deux jeunes femmes m’ont fait signe de m’arrêter","Kel yada, mu kii me bé kiiña i tison ni litôa jem li nyañga li li bé bé nhôk ngii, boñge bôda iba ba bi pek me"
4688,Paul a parlé d’hommes qui sont marqués au fer rouge dans leur conscience ,Ñôma Paul a pot inyu yap le: Kiññem yap i mal kédlana wengoñle ni kei i nlék
4690,Comment Jéhovah a- t- il fait preuve d’égards envers les Israélites à la mer Rouge ?,Limbe jam Yéhôva a bi boñ mu kii a bé tôñ bon ba Israel i Tuye Nkôibaga?
4691,"Par conséquent, il faudra peut-être que tu expliques à ton médecin ta décision personnelle de ne pas accepter de transfusions de sang total ni d’un de ses quatre composants majeurs, c’est-à-dire les globules rouges, les globules blancs, les plaquettes et le plasma","Jon u nlama toñle dokta makidik moñ, inyuki u nyoñ bé matjél tole môga makeñi ma-na ma matjél ma ma yé ditatam di nkôyôp, ditatam di mpôp, dibamha di maba matjél, ni malép ma plasma"
4694, a) Comment Jéhovah a- t- il pris soin des Israélites à la mer Rouge ?, Lelaa Yéhôva a bi tôñ bon ba Israel i Tuye Nkôibaga?
4695,Tout le personnel médical concerné par mon cas sait- il qu’étant Témoin de Jéhovah je ne veux en aucun cas recevoir de transfusion sanguine ?,Baa i bôt bobasôna ba nlama tibil me ba nyi le kiki me yé Mbôgi Yéhôva me neebe bé matjél tjagda ?
4696,"Mais la maison à la corde rouge reste debout, alors qu’elle se trouve sur la muraille ",Ndi ndap ni nkôô nkôibaga u tiñi i winda yon i yégle i téé
4698,Le miracle de la mer Rouge,Hélha jam i Tuye Nkôibaga
4699,"Un fer rouge brûle la chair, qui reste marquée et insensible","Kei i nlék i nligis minsôn, i yégék ki ndôndôô kayéle to u ntihba mut ha ndôndôô i, a nôgda ha bé"
4701,Sais- tu ce qu’ils lui demandent de faire ?,Baa u nyi jam ba bi kal nye le a boñ?
