,bassa,french
2945,"Gwéha inyu Yéhôva i ntinde bés i kôna ndémbél i Yésu, ni i odop mu mabal mé.",L’amour pour Jéhovah nous pousse à imiter Jésus en suivant fidèlement ses traces .
2946,Kii hala a niiga bés?,b) À quoi doit nous pousser l’exemple des Israélites ?
2947,"Tolakii jam jo kiki jo li bé héñél bé nye, gwéha yé yon i bi tinde nye i hek bihégél bi bi gwé pék, i ngii ni hana isi, bi bi nla kuhul nseñ i gwéha yé ni i nduña yé.","Il ne manquait rien à Jéhovah. Pourtant son amour l’a poussé à créer des êtres intelligents, au ciel et sur la terre, qui ont la joie d’avoir son attention et son amour."
2948,Kii i ntinde muda nunu i boñ nya mahéñha i?,Qu’est- ce qui pousse une jeune femme à faire d’aussi grands changements ?
2949,"Yak baéga biprisi ni bayimbén ba kalna bo ni bo le: Ibale a yé Kristô, Kiñe Lôk Israel, a sôhôk ni nano i kék njiiha inyu boñ le di tehe, di hémle ki.","De même, les prêtres en chef et les scribes se disent entre eux : Que le Christ, le roi d’Israël, descende maintenant du poteau de supplice."
2950,A bé kon woñi i legel Prisi Keñi nwin Yéhôva a bi añle nye.,Il avait peur de dire au grand prêtre ce que Jéhovah lui avait dit.
2951,"Jon Yuda a nke yéñ Yésu, nye ni limut likeñi li biprisi ni Farisai.","Judas part donc à sa recherche, emmenant avec lui une foule de prêtres en chef et de pharisiens."
2952,"Ha nyen Pétrô, ibabé le a hek pék, a nyoñ pansoñ, a kek Malkus, a kit nye ôô.","Il donne un coup d’épée à Malchus, l’esclave du grand prêtre, lui coupant l’oreille."
2953,Hala a bé ngwa Pentékôt i ñwii 33.,Le grand prêtre balance les pains d’un côté et de l’autre pour les présenter à Jéhovah .
2954,Lelaa tel i Yésu kiki Nti binoñ ni Prisi Keñi i nkwés bés nkaa ni konangoo i Djob?,Quel effet cela te fait- il de savoir que Jésus a payé la rançon et qu’il est notre Grand Prêtre ?
2955,"Ndi biprisi, ni bôt ba bé sébél le Sadukai, ba bi unup.",Mais les prêtres et les sadducéens étaient en colère.
2956,"Prisi keñi le Yéhôyada a bé bebee i nimis niñ yé inyu tat Yéhôas i moo ma majô mé le Atalia, béba muda kiyaga.","Le grand prêtre Joad a risqué sa vie pour protéger le jeune Joas de sa méchante grand-mère, Athalie."
2957,"To hala kiki énél i Lôk Rôma i bé lémél bé bon ba Lôk Yuda, baéga biprisi bi nkal le: Di gwé bé kiñe ipe handugi Kaisa.","La domination romaine irrite les Juifs depuis longtemps et, pourtant, les prêtres en chef affirment : Nous n’avons pas d’autre roi que César ."
2958,"Jon, Prisi keñi le Kaifa a ba mbôgna nlôñ i bôt ba bi ôô jimb inyu nol nye.",Le grand prêtre Caïphe a donc organisé un complot pour tuer Jésus .
2959,"I nlômbi litén li Israél, kiñe i bééna mbegee ikeñi, ndi maéba ma bé lôl nye ni njel bapôdôl, biprisi, ni bôt bape ba bé isi yé.","Dans l’Israël antique, le roi avait de lourdes responsabilités, et pourtant il devait accepter les conseils venant des prophètes, des prêtres, ainsi que d’autres personnes parmi les sujets de son royaume ."
2960,"Inyuki jôm li bakon lô li nyén haa ni Yésu, inyuki Yésu a nkal bo le ba ke tehe biprisi?","Pourquoi les dix lépreux se tiennent- ils à une certaine distance, et pourquoi Jésus leur dit- il d’aller voir les prêtres ?"
2961,"I kegla i, i témpel, prisi keñi i bé ti bisesema bi hiki kel.","Ce matin dans le temple, le grand prêtre offre les sacrifices habituels."
2962,"Bipastô, bipada ni baéga bibase ba mbéna toñol le ngéda bôt ba nok ndutu, hala a yé sômbôl i Djob.","Souvent, quand quelqu’un souffre, les pasteurs, les prêtres et d’autres enseignants religieux disent : C’est la volonté de Dieu."
2963,"U héya le ba bi téé nye Kiñe ni Prisi, Yésu a bé lama ki oñ témpel i Yéhôva.","En plus d’être Roi et Grand Prêtre, Jésus a reçu la mission de bâti[r] le temple de Jéhovah ."
2964,a nkônde le: Litén joñ jomede lôñni baéga biprisi bon ba nti me we.,Il ajoute : Ta propre nation et les prêtres en chef t’ont livré à moi.
2965,Baéga biprisi ba nyi bé yom ba bôñle moni Yuda a nlep i témpel.,Les prêtres en chef ne savent pas quoi faire des pièces d’argent que Judas a jetées dans le Temple.
2966,"I bibuk bini le biprisi bikeñi i bé pôdôl biprisi bi bi bé tôbôtôbô ikété ntôñ biprisi, mbôda ni i prisi ikeñi i bé i ma tip héñha.","L’expression prêtres en chef désigne manifestement les principaux membres de la prêtrise, y compris des grands prêtres destitués (wp16.1, p."
2968,"Mbus, ngéda biprisi bi bi noode kéñ nye njel, ngôk i Uzia i bi boñ le a unup ngandak!","Quand les prêtres se sont interposés, l’orgueilleux Ouzziya est entré en fureur !"
2969,"Jon Yésu a nti mut a mélés lô oda le: Yoñ yihe le u kal bañ mut nye ki nye, ndi ke undba yak prisi, u ti ki likébla Môsi a bi téé kayéle ba ba we mbôgi.","C’est pourquoi il ordonne à l’homme qui vient d’être guéri : Surtout, n’en parle à personne. Par contre, va te montrer au prêtre et fais l’offrande que Moïse a ordonnée ."
2970,"Ntôñ u 71 bôt, prisi keñi ni bôt bape ba yak bo ba bé prisi keñi ba yé mu nsoñgi u.","Ce tribunal est composé de 71 membres, parmi lesquels le grand prêtre et d’autres ayant exercé cette fonction auparavant."
2971,"Mu kii baéga biprisi ni mimañ mi litén ba nke ni bisu i lond, Pilatô a mbat Yésu le: U nok bé mam momasôna ba yé kal inyu ôm we nsohi?","Tandis que les prêtres en chef et les anciens continuent de crier, Pilate demande à Jésus : N’entends- tu pas tout ce qu’ils disent contre toi ?"
2972,"Araséli: Bebeg le inyule me bé ngond siksa, jon me ngwés me añle bipada ni bôda ba siksa me mboma i likalô miñañ minlam.","Araceli : Peut-être parce que j’ai été religieuse, j’aime prêcher à tous les prêtres et à toutes les religieuses que je rencontre dans le ministère."
2973,Yéhôva a bi téé ki Yésu Prisi Keñi ni Nkéés.,Jéhovah l’a aussi établi comme Grand Prêtre et Juge .
2974,"Mambot més, bienk gwés ni mapubi ma nyuu yés ma nkônde bana nseñ i ngéda i pam le di ke likalô tole i makoda.","Nos vêtements, notre aspect général et notre propreté sont d’autant plus importants lorsque nous prêchons ou assistons à une réunion chrétienne."
2975,"Buk i hop u Lôk Héber ba nkobol hana le mpubi, ngim mangéda i mpôdôl mapubi ma nyuu. Ndi i mbéna pôdôl mapubi ma mbuu ni ma maboñog.",Le mot hébreu traduit par pur ne concerne pas que les domaines moral ou spirituel ; il peut également désigner la propreté physique.
2976,Inyuki mapubi i pes minsôn ma ta ndigi bé jam li mbéñge bésbotama?,Pourquoi la propreté n’est- elle pas juste une question personnelle ?
2977,"Ngéda Lôk Israél i bé isi mbén Yéhôva a ti bo, mapubi ni bibégés bi bé kiha.","Sous la Loi que Jéhovah avait donnée à Israël, le culte était indissociable de la pureté et de la propreté."
2978,Kii mam Nyambe a hek ma niiga bés inyu litehge jé li mapubi?,b) Qu’est- ce que la création nous apprend sur ce que Jéhovah pense de la propreté et de la pureté ?
2979,"Ikété Bibel, i ba mapubi li mpôdôl bé ndigi mapubi ma nyuu.","Comme dit précédemment, la propreté physique, dans la Bible, n’est qu’un aspect de la pureté."
2980,"Ngéda bôt ba nlo i Ndap Ane inyu ngélé yap bisu, ba mbéna yimbe mapubi mé.","Souvent, quand une personne assiste pour la première fois à une réunion dans une Salle du Royaume, ce qui attire son attention, c’est la propreté."
2981,"Ntiik, mapubi ma yé nseñ ngandak i mis ma nwet a heg hisi.","Manifestement, la propreté a de l’importance pour Celui qui a fait la terre ."
2982,"Yak Mbén Yéhôva a bi ti bon ba Israel ni njel Môsi, i ñunda bés nseñ i ba mapubi.",La Loi que Jéhovah a donnée à Moïse pour les Israélites nous montre aussi que la propreté est très importante.
2983,"Ni maliga, mapubi ni maboñog més malam ma ga ôbôs bé jôl jé, ndi ma ga ti nye ni jôl jé lipubi lipém.","En effet, notre pureté, qui se manifeste par notre propreté et notre belle conduite, sera un sujet d’honneur"
2984,Baa mapubi i pes minsôn ma mbéñge ndigi bésbotama kayéle mut nye ki nye a gwé bé jam mu?,La propreté est- elle une question personnelle qui ne regarde pas les autres ?
2985,Mapubi ma yé nseñ i mis ma Yéhôva.,La propreté et la pureté sont très importantes pour Jéhovah.
2986,"I ba mapubi i pes minsôn li nkobla le masañgô més, ni manyuu més ma ba mapubi.",La pureté physique implique la propreté de notre corps et de nos biens.
2987,I ba mapubi i pes minsôn i nkobla le di tééda manyuu més ni masañgô més mapubi,La pureté physique implique de veiller à la propreté de notre personne et de nos biens.
2988,"Jon, di gwé ngôñ le ngéda bôt ba ntehe ndap yés ni masañgô més, ba léba le ibôdôl nano di mboñ biliya i bana bilem bi mapubi bi mbéda inyu bet ba ga niñ ikété mbok yondo di mbem.","Nous souhaitons sans aucun doute que notre maison et nos biens attestent que, déjà maintenant, nous acquérons les habitudes de propreté qui s’imposeront dans le monde nouveau."
2989,"Ñôma Pétrô a nti bikristen bi bôda maéba le ba suhus bomede isi balôm bap, inyu boñ ‘le to ibale bahogi ba nôgôl bé bañga i Nyambe, wee bihiumul bi baa bap bi yoña bo ibabé bañga i Nyambe, lakii ba ntehe bihiumul binan bi gwé bé nsohi ni njôôñ lipém.’","L’apôtre Pierre recommande aux chrétiennes d’être soumises à leur mari, afin que, si quelques-uns n’obéissent pas à la parole, ils soient gagnés sans parole grâce à la conduite de leurs femmes, parce qu’ils auront été témoins oculaires de [leur] conduite pure ainsi que d’un profond respect ."
2990,Yigye matode ma yé i si man ño nkwel le SMS: Quelques astuces.,Mettre en relief les idées de l’intertitre SMS : quelques astuces .
2991,"Ni maboñok map, a yé ndik wee ba yé i kal le: Me ta bé liwanda joñ, inyule u yé hisém tole hikaa, ndi inyule u yé nseñ i mis mem.","Par leurs actions, ils disent en quelque sorte : Je suis ton ami non parce que j’y suis obligé, mais parce que tu comptes pour moi."
2992,"Ngéda lôk kéé yés, tole bôt bés ba lihaa ba nkal tole ba mboñ bés mam ma mbabaa bés, hala a nla tômbôs bés.","Quand un compagnon chrétien ou un membre de notre famille dit ou fait quelque chose qui nous blesse profondément, nous pourrions nous sentir anéantis."
2993,Ba nkal le mut a ntam béba yé ngéda a nlôôha nok ndutu inyule a mboñ béba.,"Le repentir, c’est notamment la grande tristesse qu’on ressent pour avoir fait quelque chose de mal."
2994,Ndi kii di nla boñ ibale kiññem i mut i nwas nye le a boñ jam bés di ntehe le li yé libe?,Et si la conscience de quelqu’un lui permet de faire quelque chose qui nous semble mauvais ?
2995,"Baa hala a nkal Nu ngui yosôna jam ibale u téé sép, tole a nkôs ngim yéñe inyule u noñ njel telepsép?","Le Tout-Puissant a- t- il quelque plaisir parce que tu es juste, ou quelque profit parce que tu rends ta voie intègre ?"
2996,Satan a pééna le ane i Djob i yé njel i nlona biloñge bi mam inyu bet i ñénél.,Satan a prétendu que Dieu ne gouvernait pas bien et qu’il privait ses créatures de quelque chose de bon.
2997,"I mbus 32 nwii, Pétrô a bé a ngi bigdaga jam li, ni lelaa yiinda i i bi lédés hémle yé inyu bañga i bipôdôl bi bapôdôl.","Quelque 32 ans plus tard, Pierre se souvenait encore de ce moment et de la façon dont la parole prophétique était devenue plus certaine pour lui ."
2998,Ni niiga ki bo i kal le me nyéga ngéda bôt ba mbôñôl bo mam.,"De plus, enseignez- leur à dire merci quand les autres font quelque chose pour eux."
2999,Ba mi yé nya mintuk i nom bé ndi i i nla ti kon ñem mbus ngéda?,Un plaisir de quelques heures pourrait- il entraîner des années de chagrin ?
3000,"Bibel i nkal bés le, i bana maada ni mimbuu mimbe i nsuñgaha Yéhôva ñem, ni le di ta bé le di bana maada ni mimbuu mimbe, ndi di kalak nlélém ngéda le di mbégés Yéhôva.","La Bible dit que le spiritisme est quelque chose de détestable , et qu’on ne peut pas faire du spiritisme et adorer Jéhovah en même temps ."
3001,"Ndék nwii mbus, hingonda hi, hi bi témb i ntôñ.","Quelques années plus tard, leur fille a été réintégrée."
3002,Ndi i bé wengoñle me bé kal nye le: ‘Gwéha yoñ inyu yem i nlôôha bé ba keñi inyu tihba me.,"En fait, ma réaction avait été en quelque sorte de lui dire : Ton amour n’est pas assez fort pour m’atteindre."
3003,"Natanael a mpééna, a nkal Filipô le: Baa loñge jam i nla pémél i Nasaret?","Sceptique, Nathanaël demande : Peut- il sortir quelque chose de bon de Nazareth ?"
3004,"Ndék nwii mbus ngéda, man munlôm nu a wo.","Quelques années plus tard, le garçon est mort."
3005,"Hélha jam i bôña: Lasarô a pam i soñ, nkañak ni mabadô.",Alors quelque chose d’extraordinaire est arrivé : Lazare est sorti de la tombe !
3006,"Philip a ngi mbigdaga le: Me bi nôgda wee me bé pamba, ndi ngim jam i bé nyiñba me.","Philip se souvient : Je pensais que je m’en sortais plutôt bien, mais quelque chose me manquait."
3007,"Ibale di nhoñol le ñwii nwés, yi yés tole tel yés ikété likoda bi mboñ le mut a kôli bé ti bés maéba, wee di nlama kodol mahoñol més.","Si maintenant nous estimons que notre âge, notre expérience ou nos responsabilités dans la congrégation nous placent en quelque sorte au-dessus des conseils des autres, nous devons là encore réviser notre point de vue."
3008,"Hala a yé ndék ñwii nano, mañ mut wada u u yila Mbôgi Yéhôva i ñwii 1946 a kal le: Me bi kit le hiki ngéda nkwel u sôble u yé, me nlama ba ha inyu emble wo loñge loñge, wengoñle sôble yem i.","Un Témoin âgé, baptisé en 1946, a déclaré il y a quelques années : Je me suis fait un devoir d’être présent à chaque discours de baptême et d’écouter attentivement, comme s’il s’agissait de mon propre baptême."
3009,Mambe manjel di nla gwélél inyu unda gwéha ikété likoda jés?,Quelles sont quelques façons concrètes de manifester l’amour dans notre congrégation ?
3010,"Ba nlama bé léba weeni . . . mut makañ, to mut nye ki nye a mpot bindéé, to mut ngwe’, to mut a nkañ bape ni makañ, to mut a nsébél bawoga.","Il ne se trouvera chez toi [...] aucun magicien, ni personne qui cherche les présages, ni aucun sorcier, ni personne qui lie autrui par quelque sortilège, ni personne qui consulte un médium ."
3011,Sima bisai bihogi bi mpémél i mbañ i kaat Yésaya.,Quels sont quelques-uns des bienfaits annoncés dans le livre d’Isaïe ?
3012,"I mbus ndék sôñ, nu mañge munlôm a bi kôs sôble i likoda likeñi.",Il s’est fait baptiser à une assemblée quelques mois plus tard.
3013,"Flawa ni môô me gwé, bi kôli ndigi inyu me ni man wem.’","J’ai un peu d’huile et de farine, mais juste assez pour faire quelque chose à manger pour mon fils et pour moi."
3014,"I pot maliga, Yésu a ta bé bat bo le ba bumbul blé.","Bien sûr, Jésus ne leur a pas demandé de récolter des céréales."
3015,"I noñnaga ni mahoñol mana, mimbuu mi basôgôl mi yé mawanda ma ngui, mi nhôla i bana mabumbul malam, mi mboñ le niñ i ba loñge, mi nkéñ le béba jam i bôña bañ.","Selon cette idée, les esprits des ancêtres sont des amis puissants, capables de donner de bonnes récoltes, de favoriser le bien-être et de protéger des malheurs."
3016,"Maselna ni ba ba yé toi maséé, bonjee ba yé ngoo? Inyuki?","Qui récolte le malheur, et pourquoi ?"
3017,Baa u nyi moni wañen me ma tééda?,Savez- vous combien de pièces d’argent j’ai récoltées ?
3018,"I mut a mbumbul a mal kôhna nsaa, a nkot ki matam inyu niñ boga, le ndi nu a mbel ni nu a mbumbul ba kon maséé lôñ yada.","Déjà le moissonneur reçoit un salaire et ramasse la récolte pour la vie éternelle, afin que le semeur et le moissonneur se réjouissent ensemble ."
3019,Me mbumbul matam malam inyu ti Yéhôva bibégés,Je récolte du fruit à la louange de Jéhovah
